viewCount,avg_top_similarity
32355,0.1164361160294568
17278,0.1164361160294568
11549,0.1164361160294568
44537,0.1164361160294568
28442,0.1164361160294568
22977,0.1164361160294568
35377,0.1413288212041294
67476,0.1413288212041294
11570,0.1413288212041294
62189,0.1413288212041294
62775,0.1413288212041294
10062,0.1413288212041294
48533,0.1413288212041294
43425,0.1413288212041294
36823,0.1330885069686517
39388,0.1330885069686517
66251,0.1330885069686517
15374,0.1330885069686517
14915,0.1330885069686517
35671,0.1330885069686517
16486,0.1330885069686517
31416,0.1330885069686517
33110,0.1330885069686517
49763,0.1330885069686517
14566,0.1330885069686517
39028,0.20598070842284696
44150,0.20598070842284696
22083,0.20598070842284696
53125,0.20598070842284696
29342,0.20598070842284696
29425,0.20598070842284696
10334,0.20598070842284696
16300,0.20598070842284696
13661,0.20598070842284696
11699,0.20598070842284696
11254,0.20598070842284696
25620,0.20598070842284696
15749,0.20598070842284696
41851,0.21982000610623695
10209,0.21982000610623695
40177,0.21982000610623695
14513,0.21982000610623695
10744,0.21982000610623695
58116,0.21982000610623695
13399,0.21982000610623695
12499,0.21982000610623695
16779,0.21982000610623695
41325,0.21982000610623695
12129,0.21982000610623695
53977,0.21982000610623695
64869,0.21982000610623695
29713,0.21982000610623695
25569,0.0962120795808031
33224,0.0962120795808031
15981,0.0962120795808031
16914,0.0962120795808031
41274,0.0962120795808031
14483,0.0962120795808031
33451,0.0962120795808031
22510,0.0962120795808031
17854,0.0962120795808031
17902,0.0962120795808031
55081,0.0962120795808031
29230,0.0962120795808031
65067,0.0962120795808031
12363,0.0962120795808031
14398,0.0962120795808031
10812,0.0962120795808031
11377,0.13528138368127676
10231,0.13528138368127676
45721,0.13528138368127676
21910,0.13528138368127676
25326,0.13528138368127676
11239,0.13528138368127676
30107,0.13528138368127676
33878,0.13528138368127676
42288,0.13528138368127676
35709,0.1313081755645249
21838,0.1313081755645249
70182,0.1313081755645249
11829,0.1313081755645249
21957,0.1313081755645249
13030,0.1313081755645249
27518,0.1313081755645249
33718,0.1313081755645249
43177,0.1313081755645249
17689,0.1313081755645249
14340,0.1313081755645249
30994,0.1313081755645249
52781,0.1313081755645249
39983,0.1313081755645249
11994,0.1313081755645249
57491,0.1313081755645249
36512,0.1313081755645249
16111,0.1313081755645249
46745,0.1313081755645249
13274,0.1313081755645249
32995,0.056381742323081935
53992,0.056381742323081935
20854,0.056381742323081935
18986,0.056381742323081935
24978,0.056381742323081935
41453,0.056381742323081935
12893,0.056381742323081935
26875,0.056381742323081935
32379,0.056381742323081935
27389,0.056381742323081935
13729,0.056381742323081935
21064,0.056381742323081935
29611,0.056381742323081935
21366,0.056381742323081935
19343,0.056381742323081935
10452,0.056381742323081935
26261,0.056381742323081935
35380,0.056381742323081935
13234,0.056381742323081935
34004,0.056381742323081935
41865,0.056381742323081935
9993,0.18113195761526277
14993,0.18113195761526277
45438,0.18113195761526277
15955,0.18113195761526277
12182,0.18113195761526277
29033,0.18113195761526277
36631,0.18113195761526277
38425,0.18113195761526277
21005,0.18113195761526277
25807,0.18113195761526277
10106,0.18113195761526277
21726,0.18113195761526277
37523,0.18113195761526277
22635,0.18113195761526277
17221,0.18113195761526277
10324,0.18113195761526277
24856,0.18113195761526277
24750,0.18113195761526277
14601,0.18113195761526277
15058,0.18113195761526277
10964,0.18113195761526277
10844,0.18113195761526277
12274,0.18113195761526277
51076,0.18113195761526277
12789,0.18113195761526277
10560,0.18113195761526277
16442,0.18113195761526277
21255,0.18113195761526277
10832,0.18113195761526277
37462,0.18113195761526277
45196,0.18113195761526277
12050,0.18113195761526277
19451,0.18113195761526277
31881,0.18113195761526277
17381,0.18113195761526277
12074,0.18113195761526277
12248,0.18113195761526277
17324,0.18113195761526277
19923,0.18113195761526277
16519,0.18113195761526277
10666,0.18113195761526277
12252,0.18113195761526277
21364,0.18113195761526277
21960,0.18113195761526277
47562,0.18113195761526277
10562,0.18113195761526277
17886,0.18113195761526277
34596,0.18113195761526277
35449,0.18113195761526277
12551,0.18113195761526277
53360,0.18113195761526277
12801,0.18113195761526277
13133,0.18113195761526277
20726,0.18113195761526277
32818,0.18113195761526277
17431,0.18113195761526277
13444,0.18113195761526277
59372,0.18113195761526277
25636,0.18113195761526277
10034,0.18113195761526277
55730,0.18113195761526277
35381,0.18113195761526277
23256,0.18113195761526277
17438,0.18113195761526277
39074,0.13399591320188095
18976,0.13399591320188095
33655,0.13399591320188095
13133,0.13399591320188095
37961,0.13399591320188095
19151,0.13399591320188095
54259,0.13399591320188095
66831,0.13399591320188095
11999,0.13399591320188095
26416,0.13399591320188095
27812,0.13399591320188095
21760,0.13399591320188095
10341,0.13399591320188095
39417,0.13399591320188095
32420,0.13399591320188095
26065,0.13399591320188095
10352,0.13399591320188095
11786,0.13399591320188095
22411,0.09476838658257859
30466,0.09476838658257859
21435,0.09476838658257859
10304,0.09476838658257859
13027,0.09476838658257859
26312,0.09476838658257859
11082,0.09476838658257859
30102,0.09476838658257859
29426,0.09476838658257859
27413,0.09476838658257859
37212,0.09476838658257859
17295,0.09476838658257859
14114,0.09476838658257859
67125,0.09476838658257859
70231,0.09476838658257859
19797,0.09476838658257859
16073,0.09476838658257859
18079,0.09476838658257859
61033,0.09476838658257859
22107,0.096417735378864
11131,0.096417735378864
71194,0.096417735378864
28280,0.096417735378864
14644,0.096417735378864
18833,0.096417735378864
21582,0.096417735378864
